GeneID	variants
CGI_10014766	3
CGI_10014767	15
CGI_10014768	14
CGI_10014769	2
CGI_10014770	1
CGI_10014772	1
CGI_10014773	1
CGI_10014774	1
CGI_10014775	1
CGI_10014776	1
CGI_10014777	1
CGI_10014778	3
CGI_10014782	1
CGI_10014784	1
CGI_10014785	3
CGI_10014786	2
CGI_10014791	4
CGI_10014792	1
CGI_10014797	2
CGI_10014800	5
CGI_10014801	2
CGI_10014818	1
CGI_10014819	1
CGI_10014820	12
CGI_10014821	1
CGI_10014823	1
CGI_10014824	2
CGI_10014825	2
CGI_10014826	1
CGI_10014829	5
CGI_10014830	1
CGI_10014831	4
CGI_10014832	2
CGI_10014833	2
CGI_10014835	1
CGI_10014836	1
CGI_10014837	1
CGI_10014838	2
CGI_10014839	2
CGI_10014846	1
CGI_10014847	1
CGI_10014848	1
CGI_10014850	5
CGI_10014851	2
CGI_10014852	1
CGI_10014855	1
CGI_10014858	2
CGI_10014860	1
CGI_10014861	1
CGI_10014864	1
CGI_10014866	2
CGI_10014867	1
CGI_10014868	2
CGI_10014869	1
CGI_10014870	1
CGI_10014871	2
CGI_10014872	3
CGI_10014873	1
CGI_10014874	1
CGI_10014876	1
CGI_10014877	1
CGI_10014879	1
CGI_10014880	1
CGI_10014881	1
CGI_10014882	2
CGI_10014883	1
CGI_10014885	1
CGI_10014886	1
CGI_10014887	1
CGI_10014888	1
CGI_10014890	2
CGI_10014893	1
CGI_10014894	3
CGI_10014895	1
CGI_10014899	2
CGI_10014901	1
CGI_10014903	8
CGI_10014908	1
CGI_10014910	2
CGI_10014911	2
CGI_10014913	1
CGI_10014914	1
CGI_10014915	2
CGI_10014916	2
CGI_10014918	4
CGI_10014919	1
CGI_10014920	1
CGI_10014921	1
CGI_10014922	2
CGI_10014923	8
CGI_10014924	2
CGI_10014925	1
CGI_10014926	1
CGI_10014927	1
CGI_10014929	1
CGI_10014930	2
CGI_10014931	3
CGI_10014932	3
CGI_10014933	1
CGI_10014935	1
CGI_10014936	1
CGI_10014937	1
CGI_10014938	3
CGI_10014939	2
CGI_10014940	1
CGI_10014941	1
CGI_10014943	2
CGI_10014945	1
CGI_10014948	2
CGI_10014949	2
CGI_10014950	2
CGI_10014952	2
CGI_10014953	1
CGI_10014955	2
CGI_10014956	1
CGI_10014957	1
CGI_10014958	8
CGI_10014959	1
CGI_10014960	2
CGI_10014961	1
CGI_10014965	1
CGI_10014966	5
CGI_10014967	1
CGI_10014968	2
CGI_10014969	1
CGI_10014970	1
CGI_10014971	1
CGI_10014975	1
CGI_10014976	1
CGI_10014978	2
CGI_10014979	1
CGI_10014980	1
CGI_10014981	2
CGI_10014983	1
CGI_10014984	6
CGI_10014985	1
CGI_10014986	1
CGI_10014987	3
CGI_10014988	2
CGI_10014989	1
CGI_10014990	1
CGI_10014991	1
CGI_10014993	1
CGI_10014994	1
CGI_10014995	2
CGI_10014997	2
CGI_10014999	1
CGI_10015000	2
CGI_10015001	1
CGI_10015002	1
CGI_10015003	1
CGI_10015004	1
CGI_10015005	2
CGI_10015009	1
CGI_10015010	1
CGI_10015011	1
CGI_10015012	4
CGI_10015013	4
CGI_10015014	1
CGI_10015015	1
CGI_10015016	1
CGI_10015017	1
CGI_10015018	1
CGI_10015020	1
CGI_10015021	2
CGI_10015022	1
CGI_10015025	1
CGI_10015026	1
CGI_10015027	3
CGI_10015029	1
CGI_10015030	2
CGI_10015031	1
CGI_10015032	5
CGI_10015034	1
CGI_10015038	7
CGI_10015039	2
CGI_10015040	4
CGI_10015042	3
CGI_10015043	7
CGI_10015044	6
CGI_10015045	2
CGI_10015046	7
CGI_10015047	1
CGI_10015056	2
CGI_10015057	1
CGI_10015058	3
CGI_10015059	2
CGI_10015060	3
CGI_10015061	1
CGI_10015062	1
CGI_10015063	1
CGI_10015064	3
CGI_10015065	1
CGI_10015070	1
CGI_10015071	1
CGI_10015072	1
CGI_10015073	2
CGI_10015074	3
CGI_10015075	2
CGI_10015076	2
CGI_10015078	2
CGI_10015079	1
CGI_10015080	1
CGI_10015081	1
CGI_10015082	3
CGI_10015083	4
CGI_10015085	5
CGI_10015092	1
CGI_10015093	4
CGI_10015095	1
CGI_10015097	9
CGI_10015098	6
CGI_10015101	2
CGI_10015103	1
CGI_10015104	1
CGI_10015108	5
CGI_10015109	3
CGI_10015110	1
CGI_10015111	1
CGI_10015112	5
CGI_10015113	1
CGI_10015115	9
CGI_10015116	2
CGI_10015117	1
CGI_10015118	2
CGI_10015119	3
CGI_10015120	1
CGI_10015121	3
CGI_10015122	4
CGI_10015123	1
CGI_10015124	2
CGI_10015125	2
CGI_10015126	1
CGI_10015128	6
CGI_10015129	1
CGI_10015131	1
CGI_10015133	12
CGI_10015134	1
CGI_10015136	5
CGI_10015138	1
CGI_10015140	1
CGI_10015142	1
CGI_10015144	1
CGI_10015145	1
CGI_10015146	2
CGI_10015147	4
CGI_10015148	1
CGI_10015149	1
CGI_10015150	1
CGI_10015151	1
CGI_10015152	1
CGI_10015153	1
CGI_10015155	1
CGI_10015158	1
CGI_10015159	1
CGI_10015161	2
CGI_10015165	1
CGI_10015174	2
CGI_10015176	10
CGI_10015177	2
CGI_10015178	1
CGI_10015179	1
CGI_10015180	6
CGI_10015181	2
CGI_10015182	2
CGI_10015183	1
CGI_10015184	5
CGI_10015185	1
CGI_10015187	2
CGI_10015188	3
CGI_10015189	2
CGI_10015190	1
CGI_10015191	1
CGI_10015192	1
CGI_10015194	1
CGI_10015195	2
CGI_10015196	3
CGI_10015197	1
CGI_10015198	1
CGI_10015199	7
CGI_10015202	2
CGI_10015203	1
CGI_10015204	1
CGI_10015205	2
CGI_10015208	4
CGI_10015210	1
CGI_10015211	2
CGI_10015212	3
CGI_10015216	6
CGI_10015220	1
CGI_10015221	1
CGI_10015222	2
CGI_10015223	1
CGI_10015224	1
CGI_10015225	2
CGI_10015226	3
CGI_10015228	1
CGI_10015229	1
CGI_10015230	1
CGI_10015231	1
CGI_10015232	2
CGI_10015233	18
CGI_10015236	1
CGI_10015237	1
CGI_10015239	15
CGI_10015240	2
CGI_10015243	1
CGI_10015244	1
CGI_10015246	2
CGI_10015247	1
CGI_10015252	2
CGI_10015254	1
CGI_10015255	2
CGI_10015256	1
CGI_10015257	3
CGI_10015258	3
CGI_10015259	1
CGI_10015263	2
CGI_10015264	1
CGI_10015265	1
CGI_10015266	1
CGI_10015268	1
CGI_10015271	2
CGI_10015272	9
CGI_10015273	2
CGI_10015274	1
CGI_10015275	1
CGI_10015276	1
CGI_10015282	4
CGI_10015284	1
CGI_10015285	2
CGI_10015286	1
CGI_10015287	3
CGI_10015288	1
CGI_10015290	1
CGI_10015292	1
CGI_10015293	1
CGI_10015294	1
CGI_10015297	1
CGI_10015299	1
CGI_10015300	1
CGI_10015301	1
CGI_10015302	1
CGI_10015304	1
CGI_10015306	2
CGI_10015310	5
CGI_10015313	1
CGI_10015316	2
CGI_10015318	1
CGI_10015320	1
CGI_10015321	1
CGI_10015322	1
CGI_10015323	2
CGI_10015324	1
CGI_10015325	1
CGI_10015326	1
CGI_10015327	2
CGI_10015329	4
CGI_10015331	1
CGI_10015333	1
CGI_10015334	2
CGI_10015335	1
CGI_10015338	1
CGI_10015340	1
CGI_10015342	7
CGI_10015343	6
CGI_10015344	1
CGI_10015345	1
CGI_10015348	1
CGI_10015350	1
CGI_10015352	4
CGI_10015353	1
CGI_10015354	2
CGI_10015355	1
CGI_10015357	2
CGI_10015360	7
CGI_10015363	1
CGI_10015365	5
CGI_10015368	1
CGI_10015369	2
CGI_10015370	1
CGI_10015371	2
CGI_10015372	1
CGI_10015374	7
CGI_10015377	2
CGI_10015378	3
CGI_10015381	2
CGI_10015382	1
CGI_10015383	2
CGI_10015384	1
CGI_10015385	1
CGI_10015386	2
CGI_10015387	2
CGI_10015388	2
CGI_10015390	1
CGI_10015391	1
CGI_10015392	1
CGI_10015393	3
CGI_10015394	9
CGI_10015395	4
CGI_10015396	1
CGI_10015397	2
CGI_10015398	1
CGI_10015400	2
CGI_10015401	9
CGI_10015402	3
CGI_10015403	2
CGI_10015405	1
CGI_10015406	1
CGI_10015407	2
CGI_10015408	1
CGI_10015410	2
CGI_10015411	2
CGI_10015414	4
CGI_10015415	3
CGI_10015416	1
CGI_10015418	1
CGI_10015419	1
CGI_10015420	1
CGI_10015422	2
CGI_10015423	1
CGI_10015424	1
CGI_10015425	10
CGI_10015426	2
CGI_10015428	1
CGI_10015429	1
CGI_10015430	3
CGI_10015432	5
CGI_10015433	1
CGI_10015434	1
CGI_10015435	1
CGI_10015437	1
CGI_10015438	3
CGI_10015439	8
CGI_10015440	2
CGI_10015442	1
CGI_10015443	1
CGI_10015447	1
CGI_10015449	1
CGI_10015451	4
CGI_10015452	1
CGI_10015453	1
CGI_10015454	1
CGI_10015458	1
CGI_10015459	1
CGI_10015460	1
CGI_10015461	1
CGI_10015462	1
CGI_10015463	2
CGI_10015464	1
CGI_10015465	1
CGI_10015466	1
CGI_10015467	1
CGI_10015468	1
CGI_10015470	4
CGI_10015471	1
CGI_10015472	2
CGI_10015473	1
CGI_10015475	1
CGI_10015476	2
CGI_10015477	2
CGI_10015479	1
CGI_10015480	3
CGI_10015482	4
CGI_10015488	1
CGI_10015490	5
CGI_10015492	3
CGI_10015493	2
CGI_10015495	1
CGI_10015498	1
CGI_10015499	1
CGI_10015501	6
CGI_10015502	1
CGI_10015503	3
CGI_10015504	1
CGI_10015505	1
CGI_10015506	1
CGI_10015507	2
CGI_10015510	2
CGI_10015511	4
CGI_10015512	1
CGI_10015514	1
CGI_10015516	1
CGI_10015522	2
CGI_10015523	1
CGI_10015524	7
CGI_10015526	1
CGI_10015527	2
CGI_10015528	2
CGI_10015534	1
CGI_10015535	4
CGI_10015537	1
CGI_10015539	3
CGI_10015543	4
CGI_10015545	1
CGI_10015546	3
CGI_10015549	3
CGI_10015550	1
CGI_10015551	1
CGI_10015552	1
CGI_10015553	1
CGI_10015554	1
CGI_10015555	3
CGI_10015556	1
CGI_10015557	1
CGI_10015558	3
CGI_10015560	2
CGI_10015561	1
CGI_10015562	3
CGI_10015563	2
CGI_10015564	2
CGI_10015565	1
CGI_10015567	1
CGI_10015569	1
CGI_10015570	1
CGI_10015572	1
CGI_10015573	2
CGI_10015574	2
CGI_10015576	1
CGI_10015577	2
CGI_10015578	1
CGI_10015579	2
CGI_10015580	1
CGI_10015583	1
CGI_10015586	1
CGI_10015587	1
CGI_10015591	1
CGI_10015592	1
CGI_10015593	1
CGI_10015594	3
CGI_10015595	2
CGI_10015596	1
CGI_10015597	1
CGI_10015598	3
CGI_10015600	1
CGI_10015601	2
CGI_10015605	1
CGI_10015606	3
CGI_10015607	1
CGI_10015608	1
CGI_10015609	5
CGI_10015610	1
CGI_10015612	1
CGI_10015613	2
CGI_10015615	2
CGI_10015616	1
CGI_10015618	2
CGI_10015619	1
CGI_10015620	2
CGI_10015626	5
CGI_10015627	3
CGI_10015628	1
CGI_10015629	1
CGI_10015630	1
CGI_10015631	2
CGI_10015632	1
CGI_10015633	1
CGI_10015634	1
CGI_10015635	1
CGI_10015636	1
CGI_10015638	2
CGI_10015639	1
CGI_10015640	3
CGI_10015641	3
CGI_10015643	1
CGI_10015644	2
CGI_10015645	1
CGI_10015646	1
CGI_10015647	2
CGI_10015648	2
CGI_10015649	1
CGI_10015660	1
CGI_10015661	2
CGI_10015662	20
CGI_10015664	1
CGI_10015665	1
CGI_10015666	4
CGI_10015667	3
CGI_10015668	1
CGI_10015669	3
CGI_10015670	1
CGI_10015672	1
CGI_10015673	1
CGI_10015675	5
CGI_10015678	2
CGI_10015679	1
CGI_10015683	2
CGI_10015685	4
CGI_10015686	1
CGI_10015687	1
CGI_10015689	1
CGI_10015690	1
CGI_10015691	1
CGI_10015692	2
CGI_10015693	1
CGI_10015695	2
CGI_10015697	1
CGI_10015700	4
CGI_10015703	2
CGI_10015704	1
CGI_10015707	7
CGI_10015709	1
CGI_10015710	8
CGI_10015711	3
CGI_10015712	3
CGI_10015713	3
CGI_10015715	11
CGI_10015716	4
CGI_10015717	1
CGI_10015718	1
CGI_10015720	1
CGI_10015721	5
CGI_10015722	5
CGI_10015724	1
CGI_10015725	1
CGI_10015727	4
CGI_10015729	4
CGI_10015730	1
CGI_10015732	2
CGI_10015733	1
CGI_10015734	2
CGI_10015738	5
CGI_10015739	1
CGI_10015740	1
CGI_10015741	1
CGI_10015743	1
CGI_10015744	1
CGI_10015745	1
CGI_10015746	2
CGI_10015747	1
CGI_10015748	1
CGI_10015749	1
CGI_10015752	1
CGI_10015757	3
CGI_10015760	1
CGI_10015761	1
CGI_10015762	1
CGI_10015763	1
CGI_10015764	3
CGI_10015765	15
CGI_10015767	1
CGI_10015769	2
CGI_10015771	2
CGI_10015772	1
CGI_10015774	2
CGI_10015775	1
CGI_10015776	1
CGI_10015777	3
CGI_10015778	2
CGI_10015780	1
CGI_10015782	2
CGI_10015784	2
CGI_10015785	4
CGI_10015786	1
CGI_10015787	10
CGI_10015788	1
CGI_10015790	4
CGI_10015791	2
CGI_10015793	2
CGI_10015794	1
CGI_10015795	1
CGI_10015797	1
CGI_10015798	1
CGI_10015799	2
CGI_10015800	2
CGI_10015801	2
CGI_10015803	1
CGI_10015804	3
CGI_10015807	1
CGI_10015808	2
CGI_10015809	1
CGI_10015810	1
CGI_10015811	2
CGI_10015814	2
CGI_10015816	1
CGI_10015817	1
CGI_10015818	2
CGI_10015819	1
CGI_10015820	1
CGI_10015821	1
CGI_10015822	1
CGI_10015825	1
CGI_10015826	1
CGI_10015828	2
CGI_10015829	4
CGI_10015830	1
CGI_10015831	1
CGI_10015832	2
CGI_10015833	3
CGI_10015835	4
CGI_10015836	48
CGI_10015838	5
CGI_10015839	15
CGI_10015841	1
CGI_10015845	1
CGI_10015846	2
CGI_10015847	1
CGI_10015848	1
CGI_10015850	1
CGI_10015851	2
CGI_10015852	1
CGI_10015855	2
CGI_10015856	1
CGI_10015860	3
CGI_10015861	1
CGI_10015862	2
CGI_10015863	2
CGI_10015865	1
CGI_10015866	4
CGI_10015868	14
CGI_10015869	4
CGI_10015870	1
CGI_10015871	1
CGI_10015872	2
CGI_10015873	10
CGI_10015874	3
CGI_10015876	2
CGI_10015879	1
CGI_10015881	4
CGI_10015882	1
CGI_10015884	1
CGI_10015885	1
CGI_10015886	1
CGI_10015887	4
CGI_10015889	5
CGI_10015893	4
CGI_10015896	2
CGI_10015897	1
CGI_10015898	3
CGI_10015899	1
CGI_10015900	1
CGI_10015901	1
CGI_10015902	1
CGI_10015903	1
CGI_10015904	2
CGI_10015907	2
CGI_10015908	2
CGI_10015909	1
CGI_10015910	3
CGI_10015911	1
CGI_10015912	1
CGI_10015913	1
CGI_10015914	4
CGI_10015915	1
CGI_10015917	4
CGI_10015918	1
CGI_10015920	2
CGI_10015921	22
CGI_10015924	2
CGI_10015925	1
CGI_10015926	2
CGI_10015928	7
CGI_10015929	1
CGI_10015930	2
CGI_10015931	2
CGI_10015932	2
CGI_10015941	1
CGI_10015942	1
CGI_10015944	3
CGI_10015946	2
CGI_10015948	2
CGI_10015950	2
CGI_10015952	2
CGI_10015953	5
CGI_10015959	1
CGI_10015961	1
CGI_10015962	4
CGI_10015964	3
CGI_10015969	2
CGI_10015970	1
CGI_10015971	4
CGI_10015972	1
CGI_10015973	1
CGI_10015975	8
CGI_10015978	6
CGI_10015979	1
CGI_10015982	2
CGI_10015984	1
CGI_10015985	1
CGI_10015986	3
CGI_10015987	1
CGI_10015989	1
CGI_10015990	1
CGI_10015991	2
CGI_10015992	16
CGI_10015993	3
CGI_10015994	1
CGI_10015996	1
CGI_10015997	2
CGI_10015999	2
CGI_10016000	2
CGI_10016001	1
CGI_10016002	17
CGI_10016008	1
CGI_10016009	1
CGI_10016010	1
CGI_10016013	1
CGI_10016015	2
CGI_10016016	1
CGI_10016017	2
CGI_10016018	1
CGI_10016019	2
CGI_10016020	1
CGI_10016022	3
CGI_10016023	7
CGI_10016025	2
CGI_10016028	8
CGI_10016029	1
CGI_10016031	1
CGI_10016032	1
CGI_10016034	2
CGI_10016036	4
CGI_10016038	1
CGI_10016042	1
CGI_10016044	1
CGI_10016048	1
CGI_10016050	4
CGI_10016055	8
CGI_10016056	8
CGI_10016057	5
CGI_10016064	1
CGI_10016065	1
CGI_10016066	1
CGI_10016069	2
CGI_10016070	1
CGI_10016071	2
CGI_10016072	1
CGI_10016075	3
CGI_10016077	1
CGI_10016078	1
CGI_10016079	3
CGI_10016080	4
CGI_10016083	2
CGI_10016084	2
CGI_10016085	1
CGI_10016086	4
CGI_10016089	1
CGI_10016091	1
CGI_10016092	1
CGI_10016095	1
CGI_10016096	1
CGI_10016097	1
CGI_10016098	1
CGI_10016099	1
CGI_10016101	2
CGI_10016102	1
CGI_10016103	1
CGI_10016104	3
CGI_10016106	1
CGI_10016108	2
CGI_10016109	4
CGI_10016110	4
CGI_10016111	2
CGI_10016116	1
CGI_10016117	2
CGI_10016119	1
CGI_10016120	1
CGI_10016121	6
CGI_10016123	1
CGI_10016126	1
CGI_10016127	5
CGI_10016128	1
CGI_10016129	2
CGI_10016131	1
CGI_10016132	1
CGI_10016133	1
CGI_10016135	1
CGI_10016138	4
CGI_10016139	1
CGI_10016140	2
CGI_10016141	1
CGI_10016142	1
CGI_10016143	2
CGI_10016145	2
CGI_10016146	1
CGI_10016148	3
CGI_10016149	5
CGI_10016152	1
CGI_10016153	3
CGI_10016154	3
CGI_10016160	2
CGI_10016161	1
CGI_10016162	1
CGI_10016163	1
CGI_10016164	1
CGI_10016167	3
CGI_10016170	4
CGI_10016171	2
CGI_10016172	4
CGI_10016175	1
CGI_10016178	2
CGI_10016179	1
CGI_10016180	1
CGI_10016181	1
CGI_10016182	2
CGI_10016183	2
CGI_10016184	1
CGI_10016186	5
CGI_10016191	1
CGI_10016192	2
CGI_10016193	1
CGI_10016194	6
CGI_10016196	1
CGI_10016197	1
CGI_10016198	1
CGI_10016199	1
CGI_10016201	1
CGI_10016202	1
CGI_10016203	5
CGI_10016204	1
CGI_10016205	2
CGI_10016206	1
CGI_10016209	19
CGI_10016212	1
CGI_10016213	4
CGI_10016214	5
CGI_10016215	3
CGI_10016217	2
CGI_10016219	6
CGI_10016221	1
CGI_10016223	1
CGI_10016224	8
CGI_10016225	1
CGI_10016228	1
CGI_10016230	6
CGI_10016231	2
CGI_10016234	1
CGI_10016236	3
CGI_10016237	2
CGI_10016238	1
CGI_10016240	5
CGI_10016241	1
CGI_10016242	3
CGI_10016243	2
CGI_10016244	1
CGI_10016245	2
CGI_10016246	12
CGI_10016247	9
CGI_10016248	11
CGI_10016249	1
CGI_10016250	2
CGI_10016252	3
CGI_10016253	1
CGI_10016254	2
CGI_10016255	2
CGI_10016258	1
CGI_10016259	1
CGI_10016261	10
CGI_10016263	3
CGI_10016264	1
CGI_10016265	3
CGI_10016266	1
CGI_10016267	5
CGI_10016269	1
CGI_10016270	2
CGI_10016271	1
CGI_10016272	2
CGI_10016276	2
CGI_10016277	4
CGI_10016278	4
CGI_10016279	3
CGI_10016285	1
CGI_10016287	1
CGI_10016288	3
CGI_10016290	1
CGI_10016293	2
CGI_10016295	2
CGI_10016297	3
CGI_10016299	4
CGI_10016301	5
CGI_10016302	1
CGI_10016305	2
CGI_10016307	2
CGI_10016308	1
CGI_10016310	1
CGI_10016312	4
CGI_10016313	2
CGI_10016314	1
CGI_10016315	2
CGI_10016316	7
CGI_10016317	2
CGI_10016319	4
CGI_10016320	6
CGI_10016323	1
CGI_10016324	2
CGI_10016327	3
CGI_10016329	1
CGI_10016330	2
CGI_10016331	5
CGI_10016333	1
CGI_10016334	1
CGI_10016336	1
CGI_10016337	4
CGI_10016338	1
CGI_10016339	4
CGI_10016340	3
CGI_10016341	1
CGI_10016342	12
CGI_10016343	1
CGI_10016345	1
CGI_10016346	1
CGI_10016347	2
CGI_10016348	3
CGI_10016349	5
CGI_10016350	10
CGI_10016351	3
CGI_10016354	6
CGI_10016355	3
CGI_10016359	2
CGI_10016361	1
CGI_10016362	6
CGI_10016363	3
CGI_10016364	1
CGI_10016365	1
CGI_10016367	1
CGI_10016368	5
CGI_10016370	6
CGI_10016374	3
CGI_10016375	3
CGI_10016379	5
CGI_10016380	2
CGI_10016381	2
CGI_10016383	1
CGI_10016385	3
CGI_10016387	1
CGI_10016388	1
CGI_10016389	3
CGI_10016393	1
CGI_10016395	4
CGI_10016397	11
CGI_10016398	2
CGI_10016399	1
CGI_10016400	1
CGI_10016401	7
CGI_10016402	1
CGI_10016403	2
CGI_10016404	1
CGI_10016405	1
CGI_10016406	1
CGI_10016407	1
CGI_10016408	1
CGI_10016411	2
CGI_10016412	1
CGI_10016414	1
CGI_10016415	2
CGI_10016416	1
CGI_10016417	1
CGI_10016418	1
CGI_10016419	1
CGI_10016420	1
CGI_10016423	1
CGI_10016424	2
CGI_10016425	3
CGI_10016426	3
CGI_10016428	4
CGI_10016430	1
CGI_10016431	1
CGI_10016432	2
CGI_10016433	1
CGI_10016434	4
CGI_10016437	3
CGI_10016438	4
CGI_10016440	2
CGI_10016441	1
CGI_10016443	1
CGI_10016444	1
CGI_10016448	1
CGI_10016450	3
CGI_10016451	2
CGI_10016452	1
CGI_10016453	1
CGI_10016455	1
CGI_10016462	4
CGI_10016463	1
CGI_10016465	1
CGI_10016467	1
CGI_10016469	1
CGI_10016471	2
CGI_10016472	3
CGI_10016473	1
CGI_10016474	1
CGI_10016476	1
CGI_10016478	3
CGI_10016481	1
CGI_10016485	1
CGI_10016486	1
CGI_10016487	2
CGI_10016488	1
CGI_10016490	1
CGI_10016492	4
CGI_10016494	1
CGI_10016495	1
CGI_10016496	1
CGI_10016497	2
CGI_10016498	1
CGI_10016499	1
CGI_10016501	2
CGI_10016503	6
CGI_10016505	1
CGI_10016506	1
CGI_10016507	2
CGI_10016509	1
CGI_10016510	3
CGI_10016512	2
CGI_10016514	14
CGI_10016515	1
CGI_10016516	2
CGI_10016517	1
CGI_10016518	1
CGI_10016519	2
CGI_10016520	1
CGI_10016521	1
CGI_10016522	1
CGI_10016523	1
CGI_10016524	4
CGI_10016525	2
CGI_10016526	2
CGI_10016527	1
CGI_10016528	1
CGI_10016529	1
CGI_10016530	1
CGI_10016533	1
CGI_10016534	13
CGI_10016535	1
CGI_10016536	1
CGI_10016538	1
CGI_10016539	1
CGI_10016542	1
CGI_10016543	1
CGI_10016544	1
CGI_10016545	1
CGI_10016546	7
CGI_10016548	1
CGI_10016549	2
CGI_10016550	1
CGI_10016552	3
CGI_10016555	1
CGI_10016556	2
CGI_10016563	1
CGI_10016565	7
CGI_10016567	1
CGI_10016568	1
CGI_10016569	5
CGI_10016570	3
CGI_10016571	1
CGI_10016573	2
CGI_10016574	1
CGI_10016575	4
CGI_10016576	3
CGI_10016577	1
CGI_10016579	1
CGI_10016580	1
CGI_10016583	1
CGI_10016584	1
CGI_10016586	3
CGI_10016587	8
CGI_10016589	1
CGI_10016590	8
CGI_10016596	1
CGI_10016598	17
CGI_10016599	2
CGI_10016600	8
CGI_10016605	1
CGI_10016608	1
CGI_10016609	4
CGI_10016610	3
CGI_10016612	1
CGI_10016614	2
CGI_10016615	1
CGI_10016618	4
CGI_10016619	2
CGI_10016620	1
CGI_10016621	1
CGI_10016622	1
CGI_10016623	1
CGI_10016624	2
CGI_10016625	1
CGI_10016626	2
CGI_10016627	1
CGI_10016628	3
CGI_10016629	1
CGI_10016630	2
CGI_10016631	1
CGI_10016632	2
CGI_10016633	1
CGI_10016634	4
CGI_10016639	4
CGI_10016640	1
CGI_10016642	1
CGI_10016643	3
CGI_10016644	1
CGI_10016646	1
CGI_10016648	1
CGI_10016649	1
CGI_10016650	3
CGI_10016651	25
CGI_10016652	4
CGI_10016653	1
CGI_10016657	4
CGI_10016658	1
CGI_10016659	1
CGI_10016660	4
CGI_10016661	1
CGI_10016662	10
CGI_10016663	2
CGI_10016664	3
CGI_10016665	1
CGI_10016667	1
CGI_10016670	2
CGI_10016671	1
CGI_10016672	1
CGI_10016673	2
CGI_10016675	1
CGI_10016677	17
CGI_10016679	1
CGI_10016680	2
CGI_10016681	1
CGI_10016682	1
CGI_10016683	1
CGI_10016684	4
CGI_10016687	1
CGI_10016688	1
CGI_10016690	2
CGI_10016692	3
CGI_10016693	3
CGI_10016695	7
CGI_10016697	1
CGI_10016698	2
CGI_10016699	2
CGI_10016700	1
CGI_10016701	2
CGI_10016703	2
CGI_10016704	3
CGI_10016706	9
CGI_10016707	1
CGI_10016708	2
CGI_10016709	1
CGI_10016710	1
CGI_10016711	1
CGI_10016716	2
CGI_10016717	1
CGI_10016721	3
CGI_10016723	1
CGI_10016724	1
CGI_10016725	2
CGI_10016726	8
CGI_10016728	9
CGI_10016729	1
CGI_10016730	9
CGI_10016732	1
CGI_10016734	1
CGI_10016736	2
CGI_10016737	7
CGI_10016740	1
CGI_10016741	12
CGI_10016742	1
CGI_10016743	1
CGI_10016744	3
CGI_10016747	1
CGI_10016748	1
CGI_10016749	1
CGI_10016750	1
CGI_10016751	1
CGI_10016752	1
CGI_10016754	4
CGI_10016755	1
CGI_10016756	1
CGI_10016757	1
CGI_10016758	1
CGI_10016762	1
CGI_10016763	1
CGI_10016764	1
CGI_10016765	1
CGI_10016766	2
CGI_10016767	1
CGI_10016768	1
CGI_10016769	2
CGI_10016770	1
CGI_10016771	1
CGI_10016772	1
CGI_10016773	1
CGI_10016774	2
CGI_10016775	1
CGI_10016777	4
CGI_10016778	2
CGI_10016779	5
CGI_10016780	1
CGI_10016781	1
CGI_10016782	1
CGI_10016783	1
CGI_10016784	3
CGI_10016786	1
CGI_10016787	6
CGI_10016788	23
CGI_10016789	1
CGI_10016790	1
CGI_10016795	2
CGI_10016797	1
CGI_10016798	1
CGI_10016800	2
CGI_10016803	3
CGI_10016804	1
CGI_10016806	28
CGI_10016808	8
CGI_10016812	1
CGI_10016813	1
CGI_10016814	1
CGI_10016817	1
CGI_10016818	2
CGI_10016819	4
CGI_10016820	2
CGI_10016822	1
CGI_10016824	1
CGI_10016825	2
CGI_10016826	3
CGI_10016833	1
CGI_10016834	1
CGI_10016835	11
CGI_10016837	1
CGI_10016838	1
CGI_10016840	1
CGI_10016842	1
CGI_10016843	1
CGI_10016846	1
CGI_10016847	1
CGI_10016848	1
CGI_10016849	1
CGI_10016852	1
CGI_10016853	1
CGI_10016854	1
CGI_10016855	1
CGI_10016856	1
CGI_10016857	1
CGI_10016858	1
CGI_10016859	1
CGI_10016860	1
CGI_10016862	1
CGI_10016863	1
CGI_10016864	1
CGI_10016865	1
CGI_10016867	1
CGI_10016869	1
CGI_10016870	1
CGI_10016872	2
CGI_10016876	4
CGI_10016877	16
CGI_10016878	8
CGI_10016879	3
CGI_10016880	3
CGI_10016881	1
CGI_10016882	1
CGI_10016883	1
CGI_10016884	1
CGI_10016886	5
CGI_10016887	1
CGI_10016891	7
CGI_10016893	1
CGI_10016894	6
CGI_10016895	3
CGI_10016900	1
CGI_10016904	2
CGI_10016905	1
CGI_10016906	1
CGI_10016908	1
CGI_10016909	1
CGI_10016910	1
CGI_10016912	1
CGI_10016914	1
CGI_10016918	1
CGI_10016920	4
CGI_10016922	1
CGI_10016924	1
CGI_10016925	1
CGI_10016926	1
CGI_10016928	7
CGI_10016929	2
CGI_10016930	1
CGI_10016931	2
CGI_10016932	3
CGI_10016933	3
CGI_10016934	1
CGI_10016935	1
CGI_10016936	1
CGI_10016937	1
CGI_10016938	4
CGI_10016939	3
CGI_10016940	1
CGI_10016941	1
CGI_10016942	3
CGI_10016943	1
CGI_10016946	1
CGI_10016947	4
CGI_10016948	4
CGI_10016949	1
CGI_10016952	2
CGI_10016953	5
CGI_10016954	1
CGI_10016955	6
CGI_10016956	2
